,Title,Author,Published,Link
0,Essential features of serious games design in higher education: Linking learning attributes to game mechanics,"Lameras, P.",Jul 2017,https://pureportal.coventry.ac.uk/en/publications/essential-features-of-serious-games-design-in-higher-education-li-2
0,Promoting healthy adolescent lifestyles through serious games: Enacting a multidisciplinary approach,"Dunwell, I.",4 Mar 2017,https://pureportal.coventry.ac.uk/en/publications/promoting-healthy-adolescent-lifestyles-through-serious-games-ena
0,Translating open data to educational minigames,"Dunwell, I.",24 Nov 2016,https://pureportal.coventry.ac.uk/en/publications/translating-open-data-to-educational-minigames-2
0,A mobile serious game for lifestyle change: Conveying nutritional knowledge and motivation through play,"Dunwell, I.",16 Dec 2015,https://pureportal.coventry.ac.uk/en/publications/a-mobile-serious-game-for-lifestyle-change-conveying-nutritional--2
0,A training framework for the creation of location-based experiences using a game authoring environment,"Clarke, S.",2015,https://pureportal.coventry.ac.uk/en/publications/a-training-framework-for-the-creation-of-location-based-experienc
0,Foundations of dynamic learning analytics: Using university student data to increase retention,"Dunwell, I.",Nov 2015,https://pureportal.coventry.ac.uk/en/publications/foundations-of-dynamic-learning-analytics-using-university-studen-2
0,Game-based lifestyle interventions for adolescents: An evidence-based approach,"Dunwell, I.",Jan 2015,https://pureportal.coventry.ac.uk/en/publications/game-based-lifestyle-interventions-for-adolescents-an-evidence-ba-2
0,Green@CU: An environmental game for residential accommodation,"Lameras, P.",16 Dec 2015,https://pureportal.coventry.ac.uk/en/publications/greencu-an-environmental-game-for-residential-accommodation-2
0,OPTIMISING THE DESIGN AND DEVELOPMENT OF LOCATION-BASED GAMES: THE LBE FRAMEWORK,"Clark, S.",2015,https://pureportal.coventry.ac.uk/en/publications/optimising-the-design-and-development-of-location-based-games-the-2
0,Providing career guidance to adolescents through digital games: A case study,"Dunwell, I.",31 Mar 2015,https://pureportal.coventry.ac.uk/en/publications/providing-career-guidance-to-adolescents-through-digital-games-a--3
0,Raising awareness on sustainability issues through a mobile game,"Lameras, P.",2015,https://pureportal.coventry.ac.uk/en/publications/raising-awareness-on-sustainability-issues-through-a-mobile-game-2
0,A game-based learning approach to road safety: the code of everand,"Dunwell, I.",26 Apr 2014,https://pureportal.coventry.ac.uk/en/publications/a-game-based-learning-approach-to-road-safety-the-code-of-everand-2
0,A usability evaluation of game-based approaches assessing risk and delayed gratification,"Dunwell, I.",2014,https://pureportal.coventry.ac.uk/en/publications/a-usability-evaluation-of-game-based-approaches-assessing-risk-an-2
0,Facilitating intuitive-guided learning in a serious game through integration with a learning content management system,"Dunwell, I.",Oct 2014,https://pureportal.coventry.ac.uk/en/publications/facilitating-intuitive-guided-learning-in-a-serious-game-through--2
0,Fostering Science Teachers’ Design for Inquiry-Based Learning by Using a Serious Game,"Lameras, P.",2014,https://pureportal.coventry.ac.uk/en/publications/fostering-science-teachers-design-for-inquiry-based-learning-by-u-2
0,Neurophysiological methods for monitoring brain activity in serious games and virtual environments: a review,"Dunwell, I.",2014,https://pureportal.coventry.ac.uk/en/publications/neurophysiological-methods-for-monitoring-brain-activity-in-serio-2
0,Pegaso: A serious game to prevent obesity,"Lameras, P.",2014,https://pureportal.coventry.ac.uk/en/publications/pegaso-a-serious-game-to-prevent-obesity-2
0,Providing Career Guidance to Adolescents through Digital Games: A Case Study,"Dunwell, I.",Oct 2014,https://pureportal.coventry.ac.uk/en/publications/providing-career-guidance-to-adolescents-through-digital-games-a--2
0,THE GROWTH: An environmental game focusing on overpopulation issues,"Lameras, P.",2014,https://pureportal.coventry.ac.uk/en/publications/the-growth-an-environmental-game-focusing-on-overpopulation-issue-2
0,Training Science Teachers to Design Inquiry-Based Lesson Plans through a Serious Game,"Lameras, P.",2014,https://pureportal.coventry.ac.uk/en/publications/training-science-teachers-to-design-inquiry-based-lesson-plans-th-2
0,A game-based approach for raising awareness on sustainability issues in public spaces,"Lameras, P.",2013,https://pureportal.coventry.ac.uk/en/publications/a-game-based-approach-for-raising-awareness-on-sustainability-iss-2
0,Creating coherent incidental learning journeys on mobile devices through feedback and progress indicators,"Dunwell, I.",2013,https://pureportal.coventry.ac.uk/en/publications/creating-coherent-incidental-learning-journeys-on-mobile-devices--2
0,Developing a digital game to support cultural learning amongst immigrants,"Dunwell, I.",2013,https://pureportal.coventry.ac.uk/en/publications/developing-a-digital-game-to-support-cultural-learning-amongst-im-2
0,Integrating games into the classroom: towards new teachership,"Arnab, S.",2013,https://pureportal.coventry.ac.uk/en/publications/integrating-games-into-the-classroom-towards-new-teachership-2
0,Integrating serious games in adaptive hypermedia applications for personalised learning experiences,"Arnab, S.",2013,https://pureportal.coventry.ac.uk/en/publications/integrating-serious-games-in-adaptive-hypermedia-applications-for-2
0,MeTycoon: A game-based approach to career guidance,"Dunwell, I.",2013,https://pureportal.coventry.ac.uk/en/publications/metycoon-a-game-based-approach-to-career-guidance-2
0,"Repurposing, integrating, and rating serious games as learning objects","Dunwell, I.",2013,https://pureportal.coventry.ac.uk/en/publications/repurposing-integrating-and-rating-serious-games-as-learning-obje-2
0,Serious games and e-learning-learning standards: towards an integrated experience,"Dunwell, I.",2013,https://pureportal.coventry.ac.uk/en/publications/serious-games-and-e-learning-learning-standards-towards-an-integr-2
0,The development approach of a pedagogically-driven serious game to support Relationship and Sex Education (RSE) within a classroom setting,"Arnab, S.",2013,https://pureportal.coventry.ac.uk/en/publications/the-development-approach-of-a-pedagogically-driven-serious-game-t-2
0,The Herbert virtual museum,"Dunwell, I.",2013,https://pureportal.coventry.ac.uk/en/publications/the-herbert-virtual-museum-2
0,The open innovation exchange platform: experiences of implementing a business community engagement platform for channeling IP development and collaboration with local businesses,"Lameras, P.",2013,https://pureportal.coventry.ac.uk/en/publications/the-open-innovation-exchange-platform-experiences-of-implementing-2
0,Authoring Adaptive Serious Games,"Dunwell, I.",21 Sept 2012,https://pureportal.coventry.ac.uk/en/publications/authoring-adaptive-serious-games-2
0,Authoring of adaptive serious games,"Arnab, S.",2012,https://pureportal.coventry.ac.uk/en/publications/authoring-of-adaptive-serious-games-3
0,"CC-LO: Embedding interactivity, challenge and empowerment into collaborative learning sessions","Dunwell, I.",2012,https://pureportal.coventry.ac.uk/en/publications/cc-lo-embedding-interactivity-challenge-and-empowerment-into-coll-2
0,Defining a metadata schema for serious games as learning objects,"Dunwell, I.",2012,https://pureportal.coventry.ac.uk/en/publications/defining-a-metadata-schema-for-serious-games-as-learning-objects-2
0,E-commerce transactions in a virtual environment: virtual transactions,"Arnab, S.",2012,https://pureportal.coventry.ac.uk/en/publications/e-commerce-transactions-in-a-virtual-environment-virtual-transact-2
0,Game engines selection framework for high-fidelity serious applications,"Dunwell, I.",2012,https://pureportal.coventry.ac.uk/en/publications/game-engines-selection-framework-for-high-fidelity-serious-applic-2
0,Guiding intuitive learning in serious games: An achievement-based approach to externalized feedback and assessment,"Dunwell, I.",28 Sept 2012,https://pureportal.coventry.ac.uk/en/publications/guiding-intuitive-learning-in-serious-games-an-achievement-based-
0,PR:EPARe: A game-based approach to relationship guidance for adolescents,"Clarke, S.",2012,https://pureportal.coventry.ac.uk/en/publications/prepare-a-game-based-approach-to-relationship-guidance-for-adoles-2
0,Re-using serious games by encapsulating them in learning objects,"Dunwell, I.",2012,https://pureportal.coventry.ac.uk/en/publications/re-using-serious-games-by-encapsulating-them-in-learning-objects-2
0,Serious games for healthcare: applications and implications,"Arnab, S.",2012,https://pureportal.coventry.ac.uk/en/publications/serious-games-for-healthcare-applications-and-implications-2
0,Technical evaluation of the mEducator 3.0 linked databased environment for sharing medical educational resources,"Dunwell, I.",1 Dec 2012,https://pureportal.coventry.ac.uk/en/publications/technical-evaluation-of-the-meducator-30-linked-databased-environ
0,Pedestrian and Cyclist Detection and Intent Estimation for Autonomous Vehicles: A Survey,"Ahmed, S.",6 Jun 2019,https://pureportal.coventry.ac.uk/en/publications/pedestrian-and-cyclist-detection-and-intent-estimation-for-autono
0,Visual and Thermal Data for Pedestrian and Cyclist Detection,"Ahmed, S.",2019,https://pureportal.coventry.ac.uk/en/publications/visual-and-thermal-data-for-pedestrian-and-cyclist-detection
0,A hybrid deep learning neural approach for emotion recognition from facial expressions for socially assistive robots,"Elshaw, M.",Apr 2018,https://pureportal.coventry.ac.uk/en/publications/a-hybrid-deep-learning-neural-approach-for-emotion-recognition-fr
0,Deep Learning for Illumination Invariant Facial Expression Recognition,"Palade, V.",10 Oct 2018,https://pureportal.coventry.ac.uk/en/publications/deep-learning-for-illumination-invariant-facial-expression-recogn
0,Deep learning for real time facial expression recognition in social robots,"Palade, V.",17 Nov 2018,https://pureportal.coventry.ac.uk/en/publications/deep-learning-for-real-time-facial-expression-recognition-in-soci
0,Stacked deep convolutional auto-encoders for emotion recognition from facial expressions,"Elshaw, M.",3 Jul 2017,https://pureportal.coventry.ac.uk/en/publications/stacked-deep-convolutional-auto-encoders-for-emotion-recognition-
0,Deep Learning for Emotion Recognition in Faces,"Elshaw, M.",13 Aug 2016,https://pureportal.coventry.ac.uk/en/publications/deep-learning-for-emotion-recognition-in-faces-2
0,Emotion Recognition Using Facial Expression Images for a Robotic Companion,"Elshaw, M.",2016,https://pureportal.coventry.ac.uk/en/publications/emotion-recognition-using-facial-expression-images-for-a-robotic--2
0,Smartphone Based Human Activity and Postural Transition Classification with Deep Stacked Autoencoder Networks,"Elshaw, M.",2016,https://pureportal.coventry.ac.uk/en/publications/smartphone-based-human-activity-and-postural-transition-classific-2
0,Emotional recognition from the speech signal for a virtual education agent,"Elshaw, M.",2013,https://pureportal.coventry.ac.uk/en/publications/emotional-recognition-from-the-speech-signal-for-a-virtual-educat
0,A Hybrid Neural Emotion Recogniser for Human-Robotic Agent Interaction,"Elshaw, M.",2012,https://pureportal.coventry.ac.uk/en/publications/a-hybrid-neural-emotion-recogniser-for-human-robotic-agent-intera
0,An attention-gating recurrent working memory architecture for emergent speech representation,"Elshaw, M.",2010,https://pureportal.coventry.ac.uk/en/publications/an-attention-gating-recurrent-working-memory-architecture-for-eme
0,Modeling Neurons of the Inferior Colliculus,"Elshaw, M.",2007,https://pureportal.coventry.ac.uk/en/publications/modeling-neurons-of-the-inferior-colliculus
0,A hybrid generative and predictive model of the motor cortex,"Elshaw, M.",May 2006,https://pureportal.coventry.ac.uk/en/publications/a-hybrid-generative-and-predictive-model-of-the-motor-cortex
0,Towards multimodal neural robot learning,"Elshaw, M.",30 Jun 2004,https://pureportal.coventry.ac.uk/en/publications/towards-multimodal-neural-robot-learning
0,Learning robot actions based on self-organising language memory,"Elshaw, M.",2003,https://pureportal.coventry.ac.uk/en/publications/learning-robot-actions-based-on-self-organising-language-memory
0,Towards Integrating Learning by Demonstration and Learning by Instruction in a Multimodal Robotics,"Elshaw, M.",2003,https://pureportal.coventry.ac.uk/en/publications/towards-integrating-learning-by-demonstration-and-learning-by-ins
0,A Survey of Community Detection in Complex Networks Using Nonnegative Matrix Factorization,"Fei, X.",1 Apr 2022,https://pureportal.coventry.ac.uk/en/publications/a-survey-of-community-detection-in-complex-networks-using-nonnega
0,Boosting nonnegative matrix factorization based community detection with graph attention auto-encoder,"Fei, X.",1 Aug 2022,https://pureportal.coventry.ac.uk/en/publications/boosting-nonnegative-matrix-factorization-based-community-detecti
0,From Music Information Retrieval to Stock Market Analysis: Theoretical Discussion on Feature Extraction Transfer,"Fei, X.",11 Apr 2021,https://pureportal.coventry.ac.uk/en/publications/from-music-information-retrieval-to-stock-market-analysis-theoret
0,Similarity preserving overlapping community detection in signed networks,"Fei, X.",Mar 2021,https://pureportal.coventry.ac.uk/en/publications/similarity-preserving-overlapping-community-detection-in-signed-n
0,Network Embedding Using Deep Robust Nonnegative Matrix Factorization,"Fei, X.",4 May 2020,https://pureportal.coventry.ac.uk/en/publications/network-embedding-using-deep-robust-nonnegative-matrix-factorizat
0,CPS Data Streams Analytics based on Machine Learning for Cloud and Fog Computing: A Survey,"Fei, X.",Jan 2019,https://pureportal.coventry.ac.uk/en/publications/cps-data-streams-analytics-based-on-machine-learning-for-cloud-an
0,Improving generalization ability of Instance-transfer Based Imbalanced Sentiment Classification of Turn-Level Interactive Chinese Texts,"Fei, X.",Jun 2019,https://pureportal.coventry.ac.uk/en/publications/improving-generalization-ability-of-instance-transfer-based-imbal
0,Improving NMF-based community discovery using distributed robust nonnegative matrix factorization with SimRank similarity measure,"Fei, X.",Oct 2018,https://pureportal.coventry.ac.uk/en/publications/improving-nmf-based-community-discovery-using-distributed-robust-
0,A method of demand-driven and data-centric Web service configuration for flexible business process implementation,"Fei, X.",2017,https://pureportal.coventry.ac.uk/en/publications/a-method-of-demand-driven-and-data-centric-web-service-configurat-2
0,A topic community-based method for friend recommendation in large-scale online social networks,"Fei, X.",25 Mar 2017,https://pureportal.coventry.ac.uk/en/publications/a-topic-community-based-method-for-friend-recommendation-in-large-2
0,Graph Analysis of Fog Computing Systems for Industry 4.0,"Lewandowski, J.",22 Nov 2017,https://pureportal.coventry.ac.uk/en/publications/graph-analysis-of-fog-computing-systems-for-industry-40
0,Platform as a service gateway for the Fog of Things,"Goldsmith, D.",Aug 2017,https://pureportal.coventry.ac.uk/en/publications/platform-as-a-service-gateway-for-the-fog-of-things-2
0,A Topic Community-based Method for Friend Recommendation in Online Social Networks via Joint Nonnegative Matrix Factorization,"Fei, X.",2015,https://pureportal.coventry.ac.uk/en/publications/a-topic-community-based-method-for-friend-recommendation-in-onlin-2
0,IT for future e-business management [editorial],"Fei, X.",2015,https://pureportal.coventry.ac.uk/en/publications/it-for-future-e-business-management-editorial-2
0,Stochastic modeling of dynamic right-sizing for energy-efficiency in cloud data centers,"Fei, X.",Jul 2015,https://pureportal.coventry.ac.uk/en/publications/stochastic-modeling-of-dynamic-right-sizing-for-energy-efficiency-2
0,An intelligent framework for activity led learning in network planning and management,"Shah, N.",2014,https://pureportal.coventry.ac.uk/en/publications/an-intelligent-framework-for-activity-led-learning-in-network-pla-2
0,Energy Consumption Data Based Machine Anomaly Detection,"Fei, X.",Nov 2014,https://pureportal.coventry.ac.uk/en/publications/energy-consumption-data-based-machine-anomaly-detection-2
0,Applications development on a rule-based WSN middleware,"Fei, X.",2012,https://pureportal.coventry.ac.uk/en/publications/applications-development-on-a-rule-based-wsn-middleware-2
0,REED: Flexible rule based programming of wireless sensor networks at runtime,"Fei, X.",2012,https://pureportal.coventry.ac.uk/en/publications/reed-flexible-rule-based-programming-of-wireless-sensor-networks--2
0,Development of a rule based wireless sensor network middleware,"Fei, X.",2010,https://pureportal.coventry.ac.uk/en/publications/development-of-a-rule-based-wireless-sensor-network-middleware-2
0,Priority based message transmission over unreliable wireless links for safety critical monitoring applications,"Fei, X.",2009,https://pureportal.coventry.ac.uk/en/publications/priority-based-message-transmission-over-unreliable-wireless-link-2
0,The application of mobile-commerce in the University and its security concerns - a case study of Coventry University,"Fei, X.",2009,https://pureportal.coventry.ac.uk/en/publications/the-application-of-mobile-commerce-in-the-university-and-its-secu-2
0,Evolutionary algorithms for modeling non-equilibrium population,"Muhammad Fuad, M. M.",Jan 2022,https://pureportal.coventry.ac.uk/en/publications/evolutionary-algorithms-for-modeling-non-equilibrium-population
0,Applying nature-inspired optimization algorithms for selecting important timestamps to reduce time series dimensionality,"Muhammad Fuad, M. M.",1 Mar 2019,https://pureportal.coventry.ac.uk/en/publications/applying-nature-inspired-optimization-algorithms-for-selecting-im
0,Aggressive pruning strategy for time series retrieval using a multi-resolution representation based on vector quantization coupled with discrete wavelet transform,"Muhammad Fuad, M. M.",Feb 2017,https://pureportal.coventry.ac.uk/en/publications/aggressive-pruning-strategy-for-time-series-retrieval-using-a-mul
0,Modeling non-equilibrium population using variable-chromosome-length genetic algorithm,"Fuad, M. M. M.",5 Jul 2017,https://pureportal.coventry.ac.uk/en/publications/modeling-non-equilibrium-population-using-variable-chromosome-len
0,A differential evolution optimization algorithm for reducing time series dimensionality,"Fuad, M. M. M.",21 Nov 2016,https://pureportal.coventry.ac.uk/en/publications/a-differential-evolution-optimization-algorithm-for-reducing-time
0,An experimental evaluation of the adaptive sampling method for time series classification and clustering,"Fuad, M. M. M.",1 Jan 2016,https://pureportal.coventry.ac.uk/en/publications/an-experimental-evaluation-of-the-adaptive-sampling-method-for-ti
0,Optimized word-size time series representation method using a genetic algorithm with a flexible encoding scheme,"Muhammad Fuad, M. M.",5 Nov 2016,https://pureportal.coventry.ac.uk/en/publications/optimized-word-size-time-series-representation-method-using-a-gen
0,Variable-chromosome-length genetic algorithm for time series discretization,"Muhammad Fuad, M. M.",6 Aug 2016,https://pureportal.coventry.ac.uk/en/publications/variable-chromosome-length-genetic-algorithm-for-time-series-disc
0,A Haar wavelet-based multi-resolution representation method of time series data,"Fuad, M. M. M.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/a-haar-wavelet-based-multi-resolution-representation-method-of-ti
0,Applying non-dominated sorting genetic algorithm ii to multi-objective optimization of a weighted multi-metric distance for performing data mining tasks,"Fuad, M. M. M.",2015,https://pureportal.coventry.ac.uk/en/publications/applying-non-dominated-sorting-genetic-algorithm-ii-to-multi-obje
0,Chemo-inspired genetic algorithm for optimizing the piecewise aggregate approximation,"Muhammad Fuad, M. M.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/chemo-inspired-genetic-algorithm-for-optimizing-the-piecewise-agg
0,Hierarchical clustering of DNA microarray data using a hybrid of bacterial foraging and differential evolution,"Muhammad Fuad, M. M.",19 Nov 2015,https://pureportal.coventry.ac.uk/en/publications/hierarchical-clustering-of-dna-microarray-data-using-a-hybrid-of-
0,Multi-objective optimization for clustering microarray gene expression data - a comparative study,"Muhammad Fuad, M. M.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/multi-objective-optimization-for-clustering-microarray-gene-expre
0,On the application of bio-inspired optimization algorithms to fuzzy C-Means clustering of time series,"Fuad, M. M. M.",2015,https://pureportal.coventry.ac.uk/en/publications/on-the-application-of-bio-inspired-optimization-algorithms-to-fuz
0,Optimized multi-resolution indexing and retrieval scheme of time series,"Muhammad Fuad, M. M.",Sept 2015,https://pureportal.coventry.ac.uk/en/publications/optimized-multi-resolution-indexing-and-retrieval-scheme-of-time-
0,A hybrid of bacterial foraging and differential evolution -based distance of sequences,"Fuad, M. M. M.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/a-hybrid-of-bacterial-foraging-and-differential-evolution-based-d
0,A synergy of artificial bee colony and genetic algorithms to determine the parameters of the ∑-gram distance,"Muhammad Fuad, M. M.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/a-synergy-of-artificial-bee-colony-and-genetic-algorithms-to-dete
0,A weighted minimum distance using hybridization of particle swarm optimization and Bacterial Foraging,"Muhammad Fuad, M. M.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/a-weighted-minimum-distance-using-hybridization-of-particle-swarm
0,Differential evolution-based weighted combination  of distance metrics for k-means clustering,"Muhammad Marwan Muhammad, F.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/differential-evolution-based-weighted-combination-of-distance-met
0,One-step or two-step optimization and the overfitting phenomenon: A case study on time series classification,"Fuad, M. M. M.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/one-step-or-two-step-optimization-and-the-overfitting-phenomenon-
0,Parameter-free extended edit distance,"Muhammad Fuad, M. M.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/parameter-free-extended-edit-distance
0,A pre-initialization stage of population-based bio-inspired metaheuristics for handling expensive optimization problems,"Fuad, M. M. M.",1 Dec 2013,https://pureportal.coventry.ac.uk/en/publications/a-pre-initialization-stage-of-population-based-bio-inspired-metah
0,When optimization is just an illusion,"Muhammad Fuad, M. M.",1 Dec 2013,https://pureportal.coventry.ac.uk/en/publications/when-optimization-is-just-an-illusion
0,ABC-SG: A new artificial bee colony algorithm-based distance of sequential data using sigma grams,"Muhammad Fuad, M. M.",1 Jan 2012,https://pureportal.coventry.ac.uk/en/publications/abc-sg-a-new-artificial-bee-colony-algorithm-based-distance-of-se
0,Differential evolution versus genetic algorithms: Towards symbolic aggregate approximation of non-normalized time series,"Fuad, M. M. M.",28 Sept 2012,https://pureportal.coventry.ac.uk/en/publications/differential-evolution-versus-genetic-algorithms-towards-symbolic
0,Genetic algorithms-based symbolic aggregate approximation,"Muhammad Fuad, M. M.",1 Oct 2012,https://pureportal.coventry.ac.uk/en/publications/genetic-algorithms-based-symbolic-aggregate-approximation
0,Particle swarm optimization of information-content weighting of symbolic aggregate approximation,"Muhammad Fuad, M. M.",1 Dec 2012,https://pureportal.coventry.ac.uk/en/publications/particle-swarm-optimization-of-information-content-weighting-of-s
0,Towards normalizing the edit distance using a genetic algorithms-based scheme,"Muhammad Fuad, M. M.",1 Dec 2012,https://pureportal.coventry.ac.uk/en/publications/towards-normalizing-the-edit-distance-using-a-genetic-algorithms-
0,Using differential evolution to set weights to segments with different information content in the piecewise aggregate approximation,"Fuad, M. M. M.",Sept 2012,https://pureportal.coventry.ac.uk/en/publications/using-differential-evolution-to-set-weights-to-segments-with-diff
0,Enhancing the symbolic aggregate approximation method using updated lookup tables,"Muhammad Fuad, M. M.",23 Nov 2010,https://pureportal.coventry.ac.uk/en/publications/enhancing-the-symbolic-aggregate-approximation-method-using-updat
0,Fast retrieval of time series using a multi-resolution filter with multiple reduced spaces,"Fuad, M. M. M.",21 Dec 2010,https://pureportal.coventry.ac.uk/en/publications/fast-retrieval-of-time-series-using-a-multi-resolution-filter-wit
0,Multi-resolution approach to time series retrieval,"Fuad, M. M. M.",15 Dec 2010,https://pureportal.coventry.ac.uk/en/publications/multi-resolution-approach-to-time-series-retrieval
0,Speeding-up the similarity search in time series databases by coupling dimensionality reduction techniques with a fast-and-dirty filter,"Muhammad Fuad, M. M.",11 Nov 2010,https://pureportal.coventry.ac.uk/en/publications/speeding-up-the-similarity-search-in-time-series-databases-by-cou
0,Towards a faster symbolic aggregate approximation method,"Muhammad Fuad, M. M.",1 Dec 2010,https://pureportal.coventry.ac.uk/en/publications/towards-a-faster-symbolic-aggregate-approximation-method
0,Extending the edit distance using frequencies of common characters,"Fuad, M. M. M.",7 Oct 2008,https://pureportal.coventry.ac.uk/en/publications/extending-the-edit-distance-using-frequencies-of-common-character
0,The extended edit distance metric,"Fuad, M. M. M.",15 Aug 2008,https://pureportal.coventry.ac.uk/en/publications/the-extended-edit-distance-metric
0,Platform as a service gateway for the Fog of Things,"Goldsmith, D.",Aug 2017,https://pureportal.coventry.ac.uk/en/publications/platform-as-a-service-gateway-for-the-fog-of-things-2
0,Cool to Warm Up? Understanding Student Energy Behaviour In Indonesian University Buildings.,"Halloran, J.",2015,https://pureportal.coventry.ac.uk/en/publications/cool-to-warm-up-understanding-student-energy-behaviour-in-indones-2
0,Edge mining the internet of things,"Gaura, E.",2013,https://pureportal.coventry.ac.uk/en/publications/edge-mining-the-internet-of-things-2
0,Virtual sensors to improve on-line hydraulic model calibration,"Goldsmith, D.",2012,https://pureportal.coventry.ac.uk/en/publications/virtual-sensors-to-improve-on-line-hydraulic-model-calibration
0,WaterWiSe@SG: A testbed for continuous monitoring of the water distribution system in Singapore,"Goldsmith, D.",2012,https://pureportal.coventry.ac.uk/en/publications/waterwisesg-a-testbed-for-continuous-monitoring-of-the-water-dist
0,The Spanish Inquisition Protocol—Model based transmission reduction for wireless sensor networks,"Goldsmith, D.",2010,https://pureportal.coventry.ac.uk/en/publications/the-spanish-inquisition-protocolmodel-based-transmission-reductio-2
0,FieldMAP: a spatiotemporal field monitoring application prototyping framework,"Brusey, J.",Nov 2009,https://pureportal.coventry.ac.uk/en/publications/fieldmap-a-spatiotemporal-field-monitoring-application-prototypin-2
0,Performance analysis of a prototype wireless monitoring system for a gas turbine,"Brusey, J.",2009,https://pureportal.coventry.ac.uk/en/publications/performance-analysis-of-a-prototype-wireless-monitoring-system-fo-2
0,Wireless sensor networks for aerospace applications- thermal monitoring for a gas turbine engine,"Goldsmith, D.",2009,https://pureportal.coventry.ac.uk/en/publications/wireless-sensor-networks-for-aerospace-applications-thermal-monit-2
0,Augmented reality environmental monitoring using wireless sensor networks,"Goldsmith, D.",2008,https://pureportal.coventry.ac.uk/en/publications/augmented-reality-environmental-monitoring-using-wireless-sensor--2
0,Prototype of a wireless monitoring system for a gas turbine engine,"Goldsmith, D.",Sept 2008,https://pureportal.coventry.ac.uk/en/publications/prototype-of-a-wireless-monitoring-system-for-a-gas-turbine-engin-2
0,Wireless instrumentation for aerospace applications—thermal monitoring for a gas turbine engine,"Goldsmith, D.",2008,https://pureportal.coventry.ac.uk/en/publications/wireless-instrumentation-for-aerospace-applicationsthermal-monito-2
0,Sense-enabled mixed reality museum exhibitions,"Goldsmith, D.",2007,https://pureportal.coventry.ac.uk/en/publications/sense-enabled-mixed-reality-museum-exhibitions-2
0,Feedback and Engagement on an Introductory Programming Module,"Grawemeyer, B.",6 Jan 2022,https://pureportal.coventry.ac.uk/en/publications/feedback-and-engagement-on-an-introductory-programming-module
0,Social Explainability of AI: The Impact of Non-Technical Explanations on Trust,"Kroeger, F.",23 Jul 2022,https://pureportal.coventry.ac.uk/en/publications/social-explainability-of-ai-the-impact-of-non-technical-explanati
0,When the Going Gets Tough: Students’ Perceptions on Affect-Aware Support in an Exploratory Learning Environment for Fractions,"Grawemeyer, B.",26 Jul 2022,https://pureportal.coventry.ac.uk/en/publications/when-the-going-gets-tough-students-perceptions-on-affect-aware-su
0,Design and evaluation of adaptive feedback to foster ICT information processing skills in young adults,"Grawemeyer, B.",1 Jan 2019,https://pureportal.coventry.ac.uk/en/publications/design-and-evaluation-of-adaptive-feedback-to-foster-ict-informat
0,The impact of affect-aware support on learning tasks that differ in their cognitive demands,"Grawemeyer, B.",20 Jun 2018,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-affect-aware-support-on-learning-tasks-that-differ-
0,Affective learning: improving engagement and enhancing learning with affect-aware feedback,"Grawemeyer, B.",1 Mar 2017,https://pureportal.coventry.ac.uk/en/publications/affective-learning-improving-engagement-and-enhancing-learning-wi
0,Exploring students’ affective states during learning with external representations,"Grawemeyer, B.",23 Jun 2017,https://pureportal.coventry.ac.uk/en/publications/exploring-students-affective-states-during-learning-with-external
0,Using Graph-based Modelling to explore changes in students’ affective states during exploratory learning tasks,"Grawemeyer, B.",1 Jan 2017,https://pureportal.coventry.ac.uk/en/publications/using-graph-based-modelling-to-explore-changes-in-students-affect
0,Affecting Off-Task Behaviour: How Affect-aware feedback can improve student learning,"Grawemeyer, B.",25 Apr 2016,https://pureportal.coventry.ac.uk/en/publications/affecting-off-task-behaviour-how-affect-aware-feedback-can-improv
0,"It ain't what you do, it's the way that you do it: Investigating the effect of students' active and constructive interactions with fractions representations","Grawemeyer, B.",1 Jan 2016,https://pureportal.coventry.ac.uk/en/publications/it-aint-what-you-do-its-the-way-that-you-do-it-investigating-the-
0,Adapting feedback types according to students’ affective states,"Grawemeyer, B.",17 Jun 2015,https://pureportal.coventry.ac.uk/en/publications/adapting-feedback-types-according-to-students-affective-states
0,Affect matters: Exploring the impact of feedback during mathematical tasks in an exploratory environment,"Grawemeyer, B.",17 Jun 2015,https://pureportal.coventry.ac.uk/en/publications/affect-matters-exploring-the-impact-of-feedback-during-mathematic
0,Can young people with autism spectrum disorder benefit from an open learner model?,"Grawemeyer, B.",17 Jun 2015,https://pureportal.coventry.ac.uk/en/publications/can-young-people-with-autism-spectrum-disorder-benefit-from-an-op
0,Deficits in metacognitive monitoring in mathematics assessments in learners with autism spectrum disorder,"Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/deficits-in-metacognitive-monitoring-in-mathematics-assessments-i
0,"International workshop on affect, meta-affect, data and learning (AMADL 2015)","Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/international-workshop-on-affect-meta-affect-data-and-learning-am
